ID,Educacion,Sexo,Tipo_Empleo,Experiencia,Estado_civil,Edad,Utilizacion_tarjetas,Numero_entidades,Default
Cid05081,Estudios Universitarios,F,Informal,52,Casado,36,94,5 o +,0
Cid05082,Estudios Universitarios,M,Trabajador Pago Planilla,10,Soltero,36,69,3,1
Cid05083,Estudios Universitarios,M,Trabajador Pago Planilla,99,Casado,36,127,5 o +,0
Cid05084,Estudios Universitarios,M,Trabajador Pago Planilla,44,Casado,36,68,5 o +,0
Cid05085,Estudios Posgrado,M,Trabajador Pago Planilla,24,Soltero,36,100,4,0
Cid05086,Estudios Tecnicos,F,Emprendedor,26,Soltero,36,30,4,0
Cid05087,Estudios Universitarios,F,Fuerzas Armadas,146,Divorciado,36,73,5 o +,0
Cid05088,Estudios Universitarios,M,Emprendedor,20,Soltero,36,28,3,0
Cid05089,Estudios Tecnicos,M,Trabajador Pago Planilla,26,Union Libre,36,34,2,0
Cid05090,Estudios Universitarios,M,Trabajador Pago Planilla,22,Soltero,36,24,3,0
Cid05091,Estudios Universitarios,F,Trabajador Pago Planilla,73,Soltero,36,56,4,0
Cid05092,Estudios Tecnicos,M,Trabajador Pago Planilla,109,Casado,36,31,2,0
Cid05093,Estudios Universitarios,F,Trabajador Pago Planilla,20,Soltero,36,16,3,0
Cid05094,Estudios Tecnicos,M,Trabajador Pago Planilla,34,Union Libre,36,2,4,0
Cid05095,Estudios Universitarios,F,Trabajador Pago Planilla,11,Soltero,36,13,3,0
Cid05096,Estudios Tecnicos,F,Emprendedor,107,Soltero,36,0,4,0
Cid05097,Estudios Universitarios,F,Trabajador Pago Planilla,70,Casado,36,51,1,0
Cid05098,Estudios Universitarios,F,Trabajador Pago Planilla,21,Casado,36,15,4,0
Cid05099,Estudios Tecnicos,F,Trabajador Pago Planilla,145,Casado,36,13,3,0
Cid05100,Estudios Tecnicos,F,Trabajador Pago Planilla,129,Casado,36,10,5 o +,0
Cid05101,Estudios Universitarios,M,Trabajador Pago Planilla,7,Soltero,36,7,5 o +,0
Cid05102,Estudios Universitarios,M,Trabajador Pago Planilla,89,Soltero,36,12,2,0
Cid05103,Estudios Universitarios,F,Trabajador Pago Planilla,26,Casado,36,0,3,0
Cid05104,Estudios Tecnicos,M,Trabajador Pago Planilla,82,Casado,36,6,2,0
Cid05105,Estudios Posgrado,F,Trabajador Pago Planilla,104,Soltero,36,0,4,0
Cid05106,Estudios Universitarios,M,Trabajador Pago Planilla,8,Casado,36,1,2,0
Cid05107,Estudios Universitarios,M,Trabajador Pago Planilla,96,Soltero,36,1,2,0
Cid05108,Estudios Posgrado,F,Trabajador Pago Planilla,17,Divorciado,36,0,4,0
Cid05109,Estudios Tecnicos,F,Trabajador Pago Planilla,83,Soltero,36,104,5 o +,0
Cid05110,Estudios Escolares,F,Informal,37,Soltero,36,89,5 o +,0
Cid05111,Estudios Escolares,M,Trabajador Pago Planilla,47,Soltero,36,57,4,0
Cid05112,Estudios Tecnicos,M,Trabajador Pago Planilla,10,Union Libre,36,43,3,0
Cid05113,Estudios Universitarios,F,Trabajador Pago Planilla,35,Union Libre,36,79,5 o +,1
Cid05114,Estudios Tecnicos,F,Informal,84,Soltero,36,41,5 o +,0
Cid05115,Estudios Tecnicos,M,Trabajador Pago Planilla,14,Casado,36,46,4,0
Cid05116,Estudios Universitarios,F,Recibo por Honorarios,173,Casado,36,106,5 o +,0
Cid05117,Estudios Tecnicos,F,Trabajador Pago Planilla,28,Soltero,36,49,5 o +,1
Cid05118,Estudios Universitarios,M,Emprendedor,48,Soltero,36,27,4,0
Cid05119,Estudios Universitarios,M,Trabajador Pago Planilla,93,Casado,36,56,3,0
Cid05120,Estudios Tecnicos,F,Informal,74,Union Libre,36,16,5 o +,1
Cid05121,Estudios Tecnicos,F,Trabajador Pago Planilla,6,Soltero,36,25,3,0
Cid05122,Estudios Tecnicos,F,Trabajador Pago Planilla,87,Casado,36,36,3,0
Cid05123,Estudios Tecnicos,M,Trabajador Pago Planilla,15,Soltero,36,8,4,0
Cid05124,Estudios Universitarios,M,Trabajador Pago Planilla,40,Casado,36,19,4,0
Cid05125,Estudios Tecnicos,F,Informal,37,Soltero,36,16,4,0
Cid05126,Estudios Universitarios,F,Trabajador Pago Planilla,20,Soltero,36,1,4,0
Cid05127,Estudios Escolares,M,Trabajador Pago Planilla,36,Casado,36,12,4,0
Cid05128,Estudios Tecnicos,M,Trabajador Pago Planilla,41,Casado,36,2,3,0
Cid05129,Estudios Universitarios,F,Trabajador Pago Planilla,35,Soltero,36,0,4,0
Cid05130,Estudios Universitarios,F,Trabajador Pago Planilla,31,Soltero,36,26,3,0
Cid05131,Estudios Tecnicos,M,Trabajador Pago Planilla,43,Casado,36,2,2,0
Cid05132,Estudios Tecnicos,F,Recibo por Honorarios,46,Soltero,36,8,2,0
Cid05133,Estudios Universitarios,F,Trabajador Pago Planilla,21,Soltero,36,0,5 o +,0
Cid05134,Estudios Universitarios,M,Trabajador Pago Planilla,110,Casado,36,0,4,0
Cid05135,Estudios Universitarios,M,Trabajador Pago Planilla,69,Soltero,36,1,3,0
Cid05136,Estudios Universitarios,M,Trabajador Pago Planilla,65,Casado,36,0,5 o +,0
Cid05137,Estudios Universitarios,F,Trabajador Pago Planilla,157,Casado,36,0,4,0
Cid05138,Estudios Universitarios,M,Trabajador Pago Planilla,72,Union Libre,36,6,3,0
Cid05139,Estudios Universitarios,F,Trabajador Pago Planilla,72,Casado,36,6,4,0
Cid05140,Estudios Universitarios,F,Trabajador Pago Planilla,98,Casado,36,0,3,0
Cid05141,Estudios Tecnicos,M,Informal,121,Soltero,36,88,4,0
Cid05142,Estudios Tecnicos,M,Trabajador Pago Planilla,61,Soltero,36,70,5 o +,0
Cid05143,Estudios Tecnicos,M,Trabajador Pago Planilla,40,Soltero,36,74,3,0
Cid05144,Estudios Escolares,F,Informal,82,Casado,36,63,4,1
Cid05145,Estudios Posgrado,M,Trabajador Pago Planilla,6,Soltero,36,39,2,0
Cid05146,Estudios Universitarios,M,Trabajador Pago Planilla,35,Soltero,36,1,4,0
Cid05147,Estudios Universitarios,F,Trabajador Pago Planilla,106,Casado,36,29,3,0
Cid05148,Estudios Universitarios,F,Trabajador Pago Planilla,19,Soltero,36,0,4,1
Cid05149,Estudios Universitarios,M,Emprendedor,156,Casado,36,0,3,0
Cid05150,Estudios Universitarios,F,Trabajador Pago Planilla,147,Soltero,36,4,2,0
Cid05151,Estudios Universitarios,M,Trabajador Pago Planilla,81,Casado,36,1,1,0
Cid05152,Estudios Universitarios,M,Trabajador Pago Planilla,170,Casado,36,2,2,0
Cid05153,Estudios Universitarios,M,Trabajador Pago Planilla,25,Casado,36,172,5 o +,0
Cid05154,Estudios Tecnicos,F,Emprendedor,22,Soltero,36,53,5 o +,0
Cid05155,Estudios Universitarios,M,Trabajador Pago Planilla,191,Casado,36,104,4,0
Cid05156,Estudios Universitarios,M,Recibo por Honorarios,194,Soltero,36,68,4,0
Cid05157,Estudios Tecnicos,M,Fuerzas Armadas,130,Casado,36,33,3,0
Cid05158,Estudios Universitarios,F,Trabajador Pago Planilla,109,Soltero,36,29,3,0
Cid05159,Estudios Tecnicos,M,Informal,101,Casado,36,22,3,0
Cid05160,Estudios Tecnicos,M,Trabajador Pago Planilla,151,Casado,36,30,4,0
Cid05161,Estudios Tecnicos,F,Trabajador Pago Planilla,35,Soltero,36,4,5 o +,0
Cid05162,Estudios Universitarios,F,Emprendedor,159,Soltero,36,18,5 o +,1
Cid05163,Estudios Posgrado,F,Trabajador Pago Planilla,91,Soltero,36,44,1,0
Cid05164,Estudios Tecnicos,F,Emprendedor,100,Soltero,36,0,5 o +,0
Cid05165,Estudios Tecnicos,M,Trabajador Pago Planilla,18,Soltero,36,0,5 o +,0
Cid05166,Estudios Escolares,M,Trabajador Pago Planilla,77,Casado,36,8,5 o +,0
Cid05167,Estudios Universitarios,M,Trabajador Pago Planilla,10,Soltero,36,0,4,0
Cid05168,Estudios Posgrado,F,Trabajador Pago Planilla,94,Soltero,36,41,1,0
Cid05169,Estudios Universitarios,F,Emprendedor,146,Soltero,36,0,4,0
Cid05170,Estudios Universitarios,F,Trabajador Pago Planilla,132,Soltero,36,0,5 o +,0
Cid05171,Estudios Tecnicos,M,Trabajador Pago Planilla,168,Casado,36,13,3,0
Cid05172,Estudios Universitarios,F,Emprendedor,65,Casado,36,8,5 o +,0
Cid05173,Estudios Tecnicos,F,Trabajador Pago Planilla,117,Soltero,36,7,4,0
Cid05174,Estudios Universitarios,F,Recibo por Honorarios,178,Casado,36,0,4,0
Cid05175,Estudios Universitarios,F,Trabajador Pago Planilla,56,Soltero,36,3,3,0
Cid05176,Estudios Universitarios,M,Fuerzas Armadas,79,Casado,36,0,2,0
Cid05177,Estudios Posgrado,F,Trabajador Pago Planilla,147,Soltero,36,5,5 o +,0
Cid05178,Estudios Universitarios,M,Emprendedor,39,Soltero,36,102,4,1
Cid05179,Estudios Tecnicos,M,Emprendedor,34,Soltero,36,66,4,0
Cid05180,Estudios Tecnicos,M,Informal,135,Soltero,36,41,5 o +,1
Cid05181,Estudios Universitarios,F,Trabajador Pago Planilla,47,Soltero,36,46,3,0
Cid05182,Estudios Escolares,M,Trabajador Pago Planilla,13,Soltero,36,22,3,0
Cid05183,Estudios Universitarios,F,Trabajador Pago Planilla,57,Soltero,36,68,5 o +,0
Cid05184,Estudios Tecnicos,M,Trabajador Pago Planilla,21,Soltero,36,0,5 o +,0
Cid05185,Estudios Universitarios,F,Trabajador Pago Planilla,32,Soltero,36,40,4,0
Cid05186,Estudios Tecnicos,F,Trabajador Pago Planilla,22,Soltero,36,11,3,0
Cid05187,Estudios Tecnicos,F,Informal,84,Soltero,36,9,3,0
Cid05188,Estudios Universitarios,M,Trabajador Pago Planilla,13,Union Libre,36,0,4,0
Cid05189,Estudios Escolares,M,Trabajador Pago Planilla,141,Casado,36,3,5 o +,0
Cid05190,Estudios Universitarios,F,Trabajador Pago Planilla,37,Soltero,36,0,4,0
Cid05191,Estudios Universitarios,F,Trabajador Pago Planilla,94,Casado,36,15,5 o +,1
Cid05192,Estudios Universitarios,M,Trabajador Pago Planilla,29,Soltero,36,0,5 o +,0
Cid05193,Estudios Universitarios,F,Trabajador Pago Planilla,59,Soltero,36,4,4,0
Cid05194,Estudios Tecnicos,F,Trabajador Pago Planilla,195,Soltero,36,10,3,0
Cid05195,Estudios Universitarios,F,Recibo por Honorarios,127,Casado,36,4,5 o +,0
Cid05196,Estudios Universitarios,M,Trabajador Pago Planilla,14,Casado,36,0,3,0
Cid05197,Estudios Escolares,M,Trabajador Pago Planilla,9,Casado,36,63,5 o +,0
Cid05198,Estudios Universitarios,M,Trabajador Pago Planilla,16,Union Libre,36,37,5 o +,0
Cid05199,Estudios Universitarios,M,Trabajador Pago Planilla,32,Casado,36,71,5 o +,0
Cid05200,Estudios Escolares,F,Emprendedor,67,Soltero,36,28,1,0
Cid05201,Estudios Tecnicos,F,Trabajador Pago Planilla,115,Union Libre,36,0,5 o +,0
Cid05202,Estudios Universitarios,F,Emprendedor,134,Soltero,36,1,3,0
Cid05203,Estudios Universitarios,M,Trabajador Pago Planilla,106,Casado,36,17,3,0
Cid05204,Estudios Tecnicos,F,Recibo por Honorarios,81,Casado,37,96,5 o +,1
Cid05205,Estudios Universitarios,F,Trabajador Pago Planilla,30,Soltero,37,92,3,0
Cid05206,Estudios Universitarios,F,Trabajador Pago Planilla,16,Union Libre,37,60,5 o +,0
Cid05207,Estudios Universitarios,F,Informal,144,Soltero,37,97,4,0
Cid05208,Estudios Universitarios,F,Trabajador Pago Planilla,39,Soltero,37,60,4,0
Cid05209,Estudios Universitarios,F,Trabajador Pago Planilla,121,Union Libre,37,70,4,1
Cid05210,Estudios Universitarios,F,Recibo por Honorarios,51,Casado,37,100,5 o +,0
Cid05211,Estudios Tecnicos,M,Trabajador Pago Planilla,30,Soltero,37,18,4,0
Cid05212,Estudios Tecnicos,F,Informal,165,Soltero,37,18,4,0
Cid05213,Estudios Tecnicos,F,Trabajador Pago Planilla,65,Casado,37,18,3,0
Cid05214,Estudios Escolares,M,Trabajador Pago Planilla,52,Union Libre,37,3,5 o +,0
Cid05215,Estudios Tecnicos,F,Emprendedor,171,Soltero,37,0,5 o +,0
Cid05216,Estudios Universitarios,F,Trabajador Pago Planilla,67,Soltero,37,33,5 o +,0
Cid05217,Estudios Universitarios,M,Trabajador Pago Planilla,37,Soltero,37,12,1,0
Cid05218,Estudios Tecnicos,M,Fuerzas Armadas,198,Casado,37,0,5 o +,0
Cid05219,Estudios Universitarios,F,Trabajador Pago Planilla,69,Soltero,37,0,5 o +,0
Cid05220,Estudios Escolares,M,Trabajador Pago Planilla,205,Union Libre,37,2,3,0
Cid05221,Estudios Tecnicos,F,Emprendedor,119,Casado,37,1,4,0
Cid05222,Estudios Universitarios,M,Trabajador Pago Planilla,170,Casado,37,5,2,0
Cid05223,Estudios Universitarios,F,Recibo por Honorarios,65,Soltero,37,7,2,0
Cid05224,Estudios Universitarios,F,Trabajador Pago Planilla,159,Divorciado,37,0,5 o +,0
Cid05225,Estudios Universitarios,M,Trabajador Pago Planilla,115,Casado,37,0,4,0
Cid05226,Estudios Universitarios,M,Trabajador Pago Planilla,69,Casado,37,7,2,0
Cid05227,Estudios Tecnicos,M,Trabajador Pago Planilla,82,Casado,37,1,1,0
Cid05228,Estudios Universitarios,F,Trabajador Pago Planilla,49,Soltero,37,99,4,0
Cid05229,Estudios Tecnicos,F,Trabajador Pago Planilla,44,Soltero,37,85,3,0
Cid05230,Estudios Escolares,M,Recibo por Honorarios,134,Soltero,37,61,2,0
Cid05231,Estudios Escolares,M,Informal,121,Union Libre,37,31,4,1
Cid05232,Estudios Universitarios,M,Trabajador Pago Planilla,115,Union Libre,37,22,5 o +,0
Cid05233,Estudios Tecnicos,M,Trabajador Pago Planilla,75,Union Libre,37,19,5 o +,0
Cid05234,Estudios Universitarios,F,Trabajador Pago Planilla,144,Soltero,37,48,2,0
Cid05235,Estudios Tecnicos,F,Informal,73,Casado,37,24,4,0
Cid05236,Estudios Escolares,M,Informal,57,Soltero,37,12,3,0
Cid05237,Estudios Universitarios,F,Trabajador Pago Planilla,18,Divorciado,37,31,2,1
Cid05238,Estudios Escolares,M,Trabajador Pago Planilla,41,Casado,37,0,5 o +,0
Cid05239,Estudios Universitarios,F,Trabajador Pago Planilla,196,Casado,37,63,5 o +,0
Cid05240,Estudios Tecnicos,F,Informal,12,Union Libre,37,6,5 o +,0
Cid05241,Estudios Universitarios,F,Emprendedor,142,Casado,37,54,3,1
Cid05242,Estudios Universitarios,M,Trabajador Pago Planilla,17,Casado,37,0,3,0
Cid05243,Estudios Tecnicos,M,Trabajador Pago Planilla,11,Soltero,37,0,3,0
Cid05244,Estudios Tecnicos,M,Trabajador Pago Planilla,41,Soltero,37,1,3,0
Cid05245,Estudios Escolares,F,Trabajador Pago Planilla,57,Soltero,37,0,4,0
Cid05246,Estudios Universitarios,M,Trabajador Pago Planilla,32,Soltero,37,0,4,0
Cid05247,Estudios Tecnicos,F,Emprendedor,92,Union Libre,37,0,4,0
Cid05248,Estudios Tecnicos,M,Trabajador Pago Planilla,203,Casado,37,7,2,0
Cid05249,Estudios Universitarios,F,Trabajador Pago Planilla,113,Soltero,37,2,2,0
Cid05250,Estudios Universitarios,F,Trabajador Pago Planilla,148,Soltero,37,2,1,0
Cid05251,Estudios Universitarios,F,Trabajador Pago Planilla,74,Casado,37,0,1,0
Cid05252,Estudios Universitarios,M,Recibo por Honorarios,100,Casado,37,101,5 o +,1
Cid05253,Estudios Universitarios,F,Trabajador Pago Planilla,15,Soltero,37,92,4,1
Cid05254,Estudios Escolares,M,Trabajador Pago Planilla,21,Soltero,37,74,5 o +,1
Cid05255,Estudios Tecnicos,M,Trabajador Pago Planilla,25,Soltero,37,67,3,0
Cid05256,Estudios Tecnicos,F,Trabajador Pago Planilla,21,Soltero,37,52,3,1
Cid05257,Estudios Escolares,M,Trabajador Pago Planilla,15,Soltero,37,28,3,0
Cid05258,Estudios Tecnicos,M,Emprendedor,80,Soltero,37,27,4,1
Cid05259,Estudios Universitarios,M,Recibo por Honorarios,144,Casado,37,76,5 o +,0
Cid05260,Estudios Tecnicos,F,Trabajador Pago Planilla,19,Soltero,37,20,4,0
Cid05261,Estudios Tecnicos,M,Trabajador Pago Planilla,31,Union Libre,37,16,3,1
Cid05262,Estudios Universitarios,M,Recibo por Honorarios,23,Soltero,37,0,4,0
Cid05263,Estudios Escolares,M,Trabajador Pago Planilla,39,Union Libre,37,0,4,0
Cid05264,Estudios Universitarios,M,Trabajador Pago Planilla,20,Casado,37,4,4,0
Cid05265,Estudios Universitarios,M,Trabajador Pago Planilla,205,Casado,37,18,4,0
Cid05266,Estudios Universitarios,F,Trabajador Pago Planilla,41,Casado,37,27,3,0
Cid05267,Estudios Universitarios,F,Trabajador Pago Planilla,9,Soltero,37,10,2,0
Cid05268,Estudios Universitarios,M,Trabajador Pago Planilla,86,Casado,37,11,4,0
Cid05269,Estudios Universitarios,F,Trabajador Pago Planilla,27,Casado,37,0,4,1
Cid05270,Estudios Tecnicos,F,Trabajador Pago Planilla,60,Casado,37,5,3,0
Cid05271,Estudios Tecnicos,M,Emprendedor,192,Casado,37,0,2,0
Cid05272,Estudios Universitarios,M,Trabajador Pago Planilla,123,Casado,37,0,4,0
Cid05273,Estudios Tecnicos,F,Trabajador Pago Planilla,88,Soltero,37,10,1,0
Cid05274,Estudios Universitarios,F,Informal,168,Casado,37,0,5 o +,0
Cid05275,Estudios Universitarios,F,Trabajador Pago Planilla,121,Casado,37,6,4,0
Cid05276,Estudios Universitarios,F,Trabajador Pago Planilla,171,Casado,37,8,5 o +,0
Cid05277,Estudios Tecnicos,M,Trabajador Pago Planilla,35,Soltero,37,93,4,1
Cid05278,Estudios Universitarios,F,Trabajador Pago Planilla,76,Soltero,37,95,4,0
Cid05279,Estudios Tecnicos,F,Recibo por Honorarios,14,Soltero,37,41,4,0
Cid05280,Estudios Universitarios,M,Trabajador Pago Planilla,8,Soltero,37,89,3,0
Cid05281,Estudios Universitarios,F,Trabajador Pago Planilla,32,Soltero,37,84,3,1
Cid05282,Estudios Universitarios,M,Emprendedor,71,Casado,37,59,4,0
Cid05283,Estudios Tecnicos,M,Informal,47,Union Libre,37,29,3,0
Cid05284,Estudios Tecnicos,M,Fuerzas Armadas,155,Casado,37,49,5 o +,0
Cid05285,Estudios Universitarios,F,Informal,263,Casado,37,48,5 o +,0
Cid05286,Estudios Escolares,M,Informal,63,Union Libre,37,5,5 o +,0
Cid05287,Estudios Universitarios,F,Recibo por Honorarios,84,Soltero,37,23,4,0
Cid05288,Estudios Universitarios,F,Trabajador Pago Planilla,46,Casado,37,62,2,0
Cid05289,Estudios Tecnicos,F,Emprendedor,84,Casado,37,25,4,0
Cid05290,Estudios Universitarios,M,Recibo por Honorarios,74,Union Libre,37,22,3,0
Cid05291,Estudios Universitarios,F,Trabajador Pago Planilla,142,Casado,37,30,2,0
Cid05292,Estudios Universitarios,F,Trabajador Pago Planilla,30,Soltero,37,6,5 o +,1
Cid05293,Estudios Tecnicos,F,Trabajador Pago Planilla,135,Soltero,37,0,4,0
Cid05294,Estudios Tecnicos,F,Trabajador Pago Planilla,104,Soltero,37,27,1,0
Cid05295,Estudios Posgrado,M,Trabajador Pago Planilla,59,Soltero,37,9,4,0
Cid05296,Estudios Universitarios,F,Trabajador Pago Planilla,50,Union Libre,37,0,5 o +,0
Cid05297,Estudios Universitarios,F,Recibo por Honorarios,13,Casado,37,7,3,0
Cid05298,Estudios Tecnicos,F,Trabajador Pago Planilla,16,Soltero,37,86,5 o +,0
Cid05299,Estudios Tecnicos,F,Trabajador Pago Planilla,38,Soltero,37,69,4,0
Cid05300,Estudios Tecnicos,M,Trabajador Pago Planilla,43,Casado,37,69,4,0
Cid05301,Estudios Universitarios,M,Trabajador Pago Planilla,59,Casado,37,92,3,0
Cid05302,Estudios Tecnicos,F,Informal,250,Soltero,37,37,5 o +,0
Cid05303,Estudios Universitarios,F,Trabajador Pago Planilla,97,Soltero,37,46,4,0
Cid05304,Estudios Universitarios,M,Trabajador Pago Planilla,9,Soltero,37,13,3,1
Cid05305,Estudios Universitarios,M,Trabajador Pago Planilla,97,Soltero,37,44,1,0
Cid05306,Estudios Universitarios,F,Trabajador Pago Planilla,130,Soltero,37,47,5 o +,0
Cid05307,Estudios Universitarios,F,Trabajador Pago Planilla,78,Soltero,37,15,5 o +,0
Cid05308,Estudios Tecnicos,M,Trabajador Pago Planilla,10,Soltero,37,8,2,0
Cid05309,Estudios Universitarios,F,Trabajador Pago Planilla,59,Casado,37,30,3,0
Cid05310,Estudios Universitarios,M,Fuerzas Armadas,159,Casado,37,0,5 o +,0
Cid05311,Estudios Tecnicos,F,Informal,155,Casado,37,0,5 o +,0
Cid05312,Estudios Universitarios,F,Trabajador Pago Planilla,175,Soltero,37,11,2,0
Cid05313,Estudios Universitarios,M,Trabajador Pago Planilla,131,Casado,37,9,3,0
Cid05314,Estudios Universitarios,F,Trabajador Pago Planilla,154,Casado,37,0,3,0
Cid05315,Estudios Universitarios,M,Trabajador Pago Planilla,28,Casado,37,3,1,0
Cid05316,Estudios Universitarios,M,Trabajador Pago Planilla,7,Soltero,37,97,5 o +,0
Cid05317,Estudios Escolares,F,Trabajador Pago Planilla,6,Soltero,37,96,4,0
Cid05318,Estudios Escolares,M,Fuerzas Armadas,144,Soltero,37,97,4,0
Cid05319,Estudios Tecnicos,M,Trabajador Pago Planilla,29,Casado,37,116,2,1
Cid05320,Estudios Tecnicos,F,Trabajador Pago Planilla,106,Soltero,37,182,5 o +,0
Cid05321,Estudios Universitarios,M,Fuerzas Armadas,245,Casado,37,90,4,0
Cid05322,Estudios Tecnicos,F,Trabajador Pago Planilla,25,Soltero,37,64,2,0
Cid05323,Estudios Tecnicos,M,Trabajador Pago Planilla,86,Soltero,37,30,5 o +,0
Cid05324,Estudios Tecnicos,M,Trabajador Pago Planilla,13,Casado,37,49,2,0
Cid05325,Estudios Tecnicos,M,Informal,200,Casado,37,36,2,0
Cid05326,Estudios Tecnicos,F,Trabajador Pago Planilla,62,Soltero,37,27,4,0
Cid05327,Estudios Tecnicos,F,Emprendedor,129,Soltero,37,39,3,0
Cid05328,Estudios Tecnicos,M,Trabajador Pago Planilla,43,Union Libre,37,11,2,0
Cid05329,Estudios Universitarios,M,Trabajador Pago Planilla,119,Soltero,37,28,3,0
Cid05330,Estudios Tecnicos,M,Fuerzas Armadas,218,Casado,37,0,5 o +,0
Cid05331,Estudios Universitarios,M,Trabajador Pago Planilla,131,Casado,37,31,3,0
Cid05332,Estudios Tecnicos,F,Informal,131,Casado,37,19,3,0
Cid05333,Estudios Universitarios,F,Trabajador Pago Planilla,98,Casado,37,13,3,0
Cid05334,Estudios Universitarios,F,Trabajador Pago Planilla,15,Divorciado,37,0,5 o +,0
Cid05335,Estudios Universitarios,F,Trabajador Pago Planilla,33,Union Libre,37,5,4,0
Cid05336,Estudios Escolares,F,Trabajador Pago Planilla,45,Soltero,37,10,4,0
Cid05337,Estudios Escolares,M,Trabajador Pago Planilla,36,Union Libre,37,2,1,0
Cid05338,Estudios Universitarios,F,Trabajador Pago Planilla,76,Union Libre,37,0,5 o +,0
Cid05339,Estudios Universitarios,M,Recibo por Honorarios,73,Soltero,37,4,1,0
Cid05340,Estudios Universitarios,F,Trabajador Pago Planilla,144,Union Libre,37,10,5 o +,0
Cid05341,Estudios Posgrado,F,Trabajador Pago Planilla,58,Soltero,37,3,2,0
Cid05342,Estudios Universitarios,F,Trabajador Pago Planilla,73,Union Libre,37,10,5 o +,0
Cid05343,Estudios Universitarios,F,Trabajador Pago Planilla,11,Soltero,37,110,3,0
Cid05344,Estudios Tecnicos,F,Trabajador Pago Planilla,51,Soltero,37,59,4,0
Cid05345,Estudios Tecnicos,M,Trabajador Pago Planilla,11,Union Libre,37,51,4,0
Cid05346,Estudios Escolares,F,Trabajador Pago Planilla,29,Soltero,37,48,2,0
Cid05347,Estudios Universitarios,F,Trabajador Pago Planilla,29,Soltero,37,74,2,1
Cid05348,Estudios Universitarios,M,Trabajador Pago Planilla,22,Soltero,37,20,4,0
Cid05349,Estudios Universitarios,F,Emprendedor,81,Casado,37,40,4,0
Cid05350,Estudios Tecnicos,M,Informal,24,Union Libre,37,16,2,0
Cid05351,Estudios Universitarios,F,Recibo por Honorarios,52,Casado,37,35,3,0
Cid05352,Estudios Universitarios,M,Trabajador Pago Planilla,193,Soltero,37,46,2,0
Cid05353,Estudios Universitarios,M,Informal,37,Soltero,37,14,4,0
Cid05354,Estudios Escolares,F,Trabajador Pago Planilla,19,Soltero,37,2,4,0
Cid05355,Estudios Universitarios,M,Trabajador Pago Planilla,51,Union Libre,37,14,4,0
Cid05356,Estudios Universitarios,F,Recibo por Honorarios,122,Soltero,37,14,4,0
Cid05357,Estudios Escolares,F,Informal,182,Union Libre,37,0,5 o +,0
Cid05358,Estudios Tecnicos,F,Trabajador Pago Planilla,170,Union Libre,37,0,5 o +,0
Cid05359,Estudios Tecnicos,M,Informal,144,Union Libre,37,13,1,0
Cid05360,Estudios Universitarios,F,Trabajador Pago Planilla,71,Soltero,37,0,5 o +,0
Cid05361,Estudios Tecnicos,F,Trabajador Pago Planilla,143,Casado,37,0,3,0
Cid05362,Estudios Universitarios,F,Trabajador Pago Planilla,20,Soltero,37,2,2,0
Cid05363,Estudios Universitarios,M,Trabajador Pago Planilla,15,Casado,37,0,4,0
Cid05364,Estudios Universitarios,F,Trabajador Pago Planilla,187,Soltero,37,0,5 o +,0
Cid05365,Estudios Universitarios,F,Trabajador Pago Planilla,84,Soltero,37,17,1,0
Cid05366,Estudios Universitarios,F,Trabajador Pago Planilla,145,Soltero,37,2,2,0
Cid05367,Estudios Tecnicos,M,Trabajador Pago Planilla,49,Soltero,37,83,5 o +,0
Cid05368,Estudios Tecnicos,M,Recibo por Honorarios,17,Soltero,37,62,5 o +,0
Cid05369,Estudios Universitarios,F,Recibo por Honorarios,63,Soltero,37,90,5 o +,0
Cid05370,Estudios Posgrado,M,Recibo por Honorarios,132,Soltero,37,96,5 o +,0
Cid05371,Estudios Universitarios,M,Trabajador Pago Planilla,21,Soltero,37,57,4,1
Cid05372,Estudios Escolares,M,Recibo por Honorarios,102,Union Libre,37,53,4,0
Cid05373,Estudios Universitarios,F,Trabajador Pago Planilla,162,Soltero,37,58,5 o +,0
Cid05374,Estudios Tecnicos,F,Trabajador Pago Planilla,9,Soltero,37,34,4,0
Cid05375,Estudios Tecnicos,M,Emprendedor,108,Union Libre,37,39,4,0
Cid05376,Estudios Universitarios,F,Trabajador Pago Planilla,155,Casado,37,170,4,0
Cid05377,Estudios Tecnicos,M,Trabajador Pago Planilla,191,Soltero,37,56,4,1
Cid05378,Estudios Universitarios,F,Trabajador Pago Planilla,182,Soltero,37,69,5 o +,1
Cid05379,Estudios Universitarios,M,Trabajador Pago Planilla,220,Casado,37,50,4,0
Cid05380,Estudios Tecnicos,F,Trabajador Pago Planilla,74,Soltero,37,40,5 o +,0
Cid05381,Estudios Universitarios,F,Trabajador Pago Planilla,8,Casado,37,81,2,0
Cid05382,Estudios Universitarios,F,Trabajador Pago Planilla,143,Casado,37,47,3,0
Cid05383,Estudios Tecnicos,F,Informal,268,Soltero,37,0,5 o +,0
Cid05384,Estudios Escolares,F,Informal,68,Divorciado,37,0,5 o +,0
Cid05385,Estudios Universitarios,M,Trabajador Pago Planilla,203,Union Libre,37,14,4,0
Cid05386,Estudios Tecnicos,F,Trabajador Pago Planilla,155,Casado,37,22,2,0
Cid05387,Estudios Universitarios,M,Trabajador Pago Planilla,46,Soltero,37,0,5 o +,0
